timestamp,source_ip,destination_ip,attack_type,is_attack,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean
2025-11-01 14:04:24.530262,192.168.1.45,10.0.0.3,DDoS,True,80,423528,3,4,26,11601,27452.7304,16.52783287,70588.0,11411.0,141156.3333
2025-11-01 19:33:21.530262,192.168.1.42,10.0.0.7,DDoS,True,80,39800,3,5,26,11607,292286.4322,201.0050251,5685.714286,344.5,9938.5
2025-11-02 06:56:45.530262,192.168.1.5,10.0.0.14,BENIGN,False,80,54477152,7,6,42,0,0.770965413,0.238632152,4539762.667,9079525.333,10200000.0
2025-11-01 05:39:38.530262,192.168.1.37,10.0.0.18,BENIGN,False,443,5110870,6,7,346,5200,1085.138147,2.543598252,425905.8333,34675.4,846309.5
2025-10-31 20:10:13.530262,192.168.1.9,10.0.0.6,DDoS,True,80,80320949,8,5,56,11607,145.2049577,0.161850677,6693412.417,11400000.0,63878.25
2025-11-01 14:08:42.530262,192.168.1.40,10.0.0.1,DDoS,True,80,92827474,8,6,56,11601,125.5770463,0.150817419,7140574.923,13200000.0,67407.6
2025-10-31 06:49:12.530262,192.168.1.1,10.0.0.6,DDoS,True,80,71665483,8,4,56,11601,162.6585005,0.167444626,6515043.909,10200000.0,137829.0
2025-11-02 11:05:16.530262,192.168.1.45,10.0.0.4,BENIGN,False,443,62486023,1309,1171,11729,2580636,41487.11785,39.6888757,25206.14078,47772.18884,53168.00598
2025-11-02 00:48:49.530262,192.168.1.43,10.0.0.11,DDoS,True,80,101882466,8,5,56,11607,114.4750462,0.127598011,8490205.5,14500000.0,140020.75
2025-10-31 08:11:56.530262,192.168.1.16,10.0.0.4,DDoS,True,80,1013992,4,0,24,0,23.66882579,3.944804298,337997.3333,337997.3333,0.0
2025-11-01 01:36:23.530262,192.168.1.48,10.0.0.12,DDoS,True,80,1131475,3,4,26,11601,10275.96721,6.186614817,188579.1667,16879.0,377110.6667
2025-11-02 11:38:36.530262,192.168.1.26,10.0.0.6,BENIGN,False,53,61286,2,2,64,204,4372.939986,65.26776099,20428.66667,3.0,5.0
2025-10-30 22:54:33.530262,192.168.1.8,10.0.0.14,BENIGN,False,443,119090,23,28,1169,45025,387891.5106,428.2475439,2381.8,5413.181818,3552.259259
2025-10-31 11:09:58.530262,192.168.1.17,10.0.0.13,DDoS,True,80,5466918,5,0,30,0,5.487552584,0.914592097,1366729.5,1366729.5,0.0
2025-10-31 20:19:13.530262,192.168.1.14,10.0.0.12,DDoS,True,80,1776136,3,5,26,11601,6546.232946,4.504159591,253733.7143,4583.5,444025.5
2025-11-02 07:49:36.530262,192.168.1.49,10.0.0.8,BENIGN,False,53,30557,1,1,52,116,5497.921916,65.45145139,30557.0,0.0,0.0
2025-11-02 09:43:27.530262,192.168.1.27,10.0.0.3,BENIGN,False,53,90878,4,2,164,248,4533.550474,66.02257972,18175.6,11499.33333,3.0
2025-10-31 15:50:10.530262,192.168.1.3,10.0.0.12,BENIGN,False,58258,77392625,6,9,11613,62,150.8541673,0.193816917,5528044.643,15500000.0,9623141.5
2025-11-02 13:14:52.530262,192.168.1.48,10.0.0.16,BENIGN,False,53,107011,4,2,144,462,5662.969227,56.06900225,21402.2,16627.0,3.0
2025-11-02 12:52:05.530262,192.168.1.36,10.0.0.2,BENIGN,False,443,3364877,5,6,279,188,138.7866481,3.269064516,336487.7,60814.5,648776.6
2025-10-31 16:38:54.530262,192.168.1.35,10.0.0.15,DDoS,True,80,1891646,3,5,26,11607,6149.67071,4.229121093,270235.1429,379.0,472896.5
2025-10-31 08:50:27.530262,192.168.1.26,10.0.0.18,DDoS,True,80,702185,3,4,26,11607,16566.85916,9.968882844,117030.8333,437.5,234046.6667
2025-10-31 17:21:06.530262,192.168.1.1,10.0.0.9,DDoS,True,80,78278368,9,4,62,11607,149.070558,0.166073978,6523197.333,9782904.0,5412.333333
2025-11-02 10:17:41.530262,192.168.1.28,10.0.0.3,BENIGN,False,443,117368570,22,17,757,3541,36.61968447,0.332286574,3088646.579,5588979.524,7052445.688
2025-11-02 11:17:03.530262,192.168.1.7,10.0.0.17,BENIGN,False,53,112760,4,2,176,344,4611.564385,53.21035828,22552.0,10202.66667,4.0
2025-11-01 08:10:34.530262,192.168.1.30,10.0.0.12,BENIGN,False,53,119057113,2,2,85,216,2.528198378,0.033597321,39700000.0,119000000.0,118000000.0
2025-10-31 12:56:41.530262,192.168.1.30,10.0.0.17,BENIGN,False,443,5691874,8,4,698,3013,651.9821064,2.108268735,517443.0909,813124.8571,124704.6667
2025-11-01 22:24:58.530262,192.168.1.3,10.0.0.10,DDoS,True,80,5026943,5,0,30,0,5.967841688,0.994640281,1256735.75,1256735.75,0.0
2025-10-31 04:42:41.530262,192.168.1.23,10.0.0.2,DDoS,True,80,73175525,8,6,56,11601,159.3018977,0.1913208,5628886.538,10300000.0,157417.6
2025-10-31 20:56:53.530262,192.168.1.32,10.0.0.1,DDoS,True,80,4086941,4,0,24,0,5.872362728,0.978727121,1362313.667,1362313.667,0.0
2025-10-31 05:22:25.530262,192.168.1.36,10.0.0.12,DDoS,True,80,2142979,5,0,30,0,13.99920391,2.333200652,535744.75,535744.75,0.0
2025-11-01 23:02:23.530262,192.168.1.43,10.0.0.12,BENIGN,False,53,191,2,2,70,102,900523.5602,20942.40838,63.66666667,3.0,46.0
2025-11-01 02:35:04.530262,192.168.1.35,10.0.0.13,DDoS,True,80,4087925,5,0,30,0,7.338686497,1.223114416,1021981.25,1021981.25,0.0
2025-10-31 15:05:48.530262,192.168.1.40,10.0.0.9,DDoS,True,80,78548174,8,5,56,11607,148.4821277,0.165503529,6545681.167,11000000.0,457900.5
2025-10-31 12:43:17.530262,192.168.1.40,10.0.0.1,BENIGN,False,53,342,2,2,64,258,941520.4678,11695.90643,114.0,1.0,48.0
2025-10-31 00:12:03.530262,192.168.1.46,10.0.0.14,BENIGN,False,443,89226202,19,21,3494,4893,93.99705257,0.448298808,2287851.333,4952744.889,4459482.6
2025-11-02 03:18:09.530262,192.168.1.4,10.0.0.14,DDoS,True,80,11051687,5,0,30,0,2.714517702,0.452419617,2762921.75,2762921.75,0.0
2025-11-01 05:17:36.530262,192.168.1.40,10.0.0.19,DDoS,True,80,2925932,5,0,30,0,10.25314327,1.708857212,731483.0,731483.0,0.0
2025-10-31 01:48:59.530262,192.168.1.38,10.0.0.13,BENIGN,False,443,65750901,24,26,750,29102,454.0165921,0.760445853,1341855.122,2670065.391,2626276.56
2025-11-02 09:54:25.530262,192.168.1.37,10.0.0.15,BENIGN,False,60511,999,3,0,43,0,43043.04304,3003.003003,499.5,499.5,0.0
2025-11-02 06:10:44.530262,192.168.1.44,10.0.0.11,BENIGN,False,53,96804657,2,2,167,335,5.185700932,0.041320326,32300000.0,96700000.0,96800000.0
2025-11-01 18:14:08.530262,192.168.1.41,10.0.0.10,BENIGN,False,56708,2065743,1,5,1375,24,677.2381656,2.904523941,413148.6,0.0,515741.0
2025-11-02 00:51:25.530262,192.168.1.32,10.0.0.3,DDoS,True,80,101969030,8,5,56,11607,114.3778655,0.12748969,8497419.167,14500000.0,139991.0
2025-10-31 08:34:19.530262,192.168.1.10,10.0.0.1,DDoS,True,80,108321,3,5,26,11607,107393.7648,73.8545619,15474.42857,401.5,27070.5
2025-11-02 11:52:12.530262,192.168.1.30,10.0.0.1,BENIGN,False,443,159,2,0,12,0,75471.69811,12578.61635,159.0,159.0,0.0
2025-10-31 05:35:01.530262,192.168.1.7,10.0.0.11,DDoS,True,80,1571783,3,5,26,11607,7401.148886,5.089761118,224540.4286,573.0,392914.25
2025-11-02 10:16:43.530262,192.168.1.45,10.0.0.17,BENIGN,False,53,168382,2,2,60,632,4109.702937,23.75550831,56127.33333,49.0,48.0
2025-10-31 16:21:33.530262,192.168.1.28,10.0.0.7,DDoS,True,80,1887693,3,6,26,11607,6162.548677,4.767724413,235961.625,406.5,377535.4
2025-11-01 04:03:36.530262,192.168.1.3,10.0.0.17,DDoS,True,80,9331153,4,0,24,0,2.572029416,0.428671569,3110384.333,3110384.333,0.0
2025-11-01 14:38:35.530262,192.168.1.21,10.0.0.3,DDoS,True,80,97379773,8,5,56,11607,119.7681987,0.133497949,8114981.083,13600000.0,471339.5
2025-10-31 19:32:13.530262,192.168.1.29,10.0.0.2,DDoS,True,80,3948914,5,0,30,0,7.59702541,1.266170902,987228.5,987228.5,0.0
2025-11-01 00:26:28.530262,192.168.1.17,10.0.0.8,DDoS,True,80,80909649,8,4,56,11601,144.0742871,0.148313584,7355422.636,11600000.0,10968.0
2025-11-01 23:19:05.530262,192.168.1.29,10.0.0.13,BENIGN,False,443,3622275,13,11,4931,10623,4293.986514,6.625670331,157490.2174,301856.25,35697.1
2025-10-31 02:18:33.530262,192.168.1.42,10.0.0.7,BENIGN,False,37630,61,1,1,0,0,0.0,32786.88525,61.0,0.0,0.0
2025-10-31 11:34:16.530262,192.168.1.5,10.0.0.1,DDoS,True,80,7397807,6,0,36,0,4.866307002,0.811051167,1479561.4,1479561.4,0.0
2025-11-01 02:01:24.530262,192.168.1.3,10.0.0.13,DDoS,True,80,82219521,9,4,62,11607,141.9249329,0.158113303,6851626.75,10200000.0,259690.0
2025-11-02 12:43:24.530262,192.168.1.21,10.0.0.5,BENIGN,False,58922,27973,3,1,103,6,3896.614593,142.9950309,9324.333333,13986.5,0.0
2025-11-02 11:56:42.530262,192.168.1.31,10.0.0.17,BENIGN,False,53,160,2,2,64,96,1000000.0,25000.0,53.33333333,1.0,3.0
2025-10-31 11:20:12.530262,192.168.1.29,10.0.0.12,DDoS,True,80,2043002,5,0,30,0,14.68427344,2.447378906,510750.5,510750.5,0.0
2025-11-01 05:37:29.530262,192.168.1.21,10.0.0.1,DDoS,True,80,402549,3,4,26,11601,28883.44028,17.3891874,67091.5,14527.0,134104.3333
2025-10-31 08:40:29.530262,192.168.1.41,10.0.0.10,DDoS,True,80,578262,3,4,26,11607,20117.17872,12.10523949,96377.0,388.0,192740.0
2025-11-02 09:37:51.530262,192.168.1.45,10.0.0.5,BENIGN,False,53,139,2,2,64,96,1151079.137,28776.97842,46.33333333,4.0,3.0
2025-11-01 04:20:41.530262,192.168.1.30,10.0.0.5,DDoS,True,80,1240902,3,6,26,11601,9369.797131,7.252788697,155112.75,7229.0,248169.2
2025-11-01 14:00:53.530262,192.168.1.47,10.0.0.5,DDoS,True,80,215046,5,0,30,0,139.5050361,23.25083936,53761.5,53761.5,0.0
2025-11-01 11:21:17.530262,192.168.1.13,10.0.0.3,DDoS,True,80,6760447,4,0,24,0,3.550061113,0.591676852,2253482.333,2253482.333,0.0
2025-11-01 12:02:10.530262,192.168.1.36,10.0.0.8,DDoS,True,80,92140918,8,6,56,11607,126.5778576,0.151941182,7087762.923,13200000.0,6367.6
2025-11-02 10:45:03.530262,192.168.1.27,10.0.0.19,BENIGN,False,53,42056,2,2,58,174,5516.454251,95.1112802,14018.66667,1.0,4.0
2025-10-31 21:47:05.530262,192.168.1.48,10.0.0.4,DDoS,True,80,6215247,5,0,30,0,4.826839545,0.804473257,1553811.75,1553811.75,0.0
2025-11-01 15:44:56.530262,192.168.1.40,10.0.0.16,BENIGN,False,58202,94117529,5,10,11607,68,124.0470306,0.1593752,6722680.643,23500000.0,10400000.0
2025-10-31 04:48:48.530262,192.168.1.10,10.0.0.15,BENIGN,False,443,116409608,22,17,831,4777,48.17471767,0.335023893,3063410.737,5543314.667,6959028.375
2025-11-01 11:16:15.530262,192.168.1.42,10.0.0.9,DDoS,True,80,10991699,4,0,24,0,2.183465905,0.363910984,3663899.667,3663899.667,0.0
2025-11-01 18:35:03.530262,192.168.1.16,10.0.0.1,BENIGN,False,35965,3688642,1,5,6,30,9.759689338,1.62661489,737728.4,0.0,918744.5
2025-10-31 12:45:17.530262,192.168.1.20,10.0.0.11,BENIGN,False,53,249,2,2,64,258,1293172.691,16064.25703,83.0,1.0,47.0
2025-11-02 00:07:11.530262,192.168.1.6,10.0.0.12,BENIGN,False,61076,6072142,1,6,1375,30,231.3845757,1.152805715,1012023.667,0.0,1211998.4
2025-10-31 21:19:13.530262,192.168.1.28,10.0.0.18,DDoS,True,80,7812813,4,0,24,0,3.071876928,0.511979488,2604271.0,2604271.0,0.0
2025-11-02 08:13:04.530262,192.168.1.11,10.0.0.17,BENIGN,False,443,4632685,12,13,1839,15609,3766.282404,5.396438566,193028.5417,421145.0,373436.0833
2025-11-02 00:14:40.530262,192.168.1.28,10.0.0.17,BENIGN,False,59499,281,2,0,12,0,42704.62633,7117.437722,281.0,281.0,0.0
2025-11-02 13:06:10.530262,192.168.1.49,10.0.0.19,BENIGN,False,53,23313,1,1,51,116,7163.385236,85.78904474,23313.0,0.0,0.0
2025-11-02 00:08:17.530262,192.168.1.28,10.0.0.19,BENIGN,False,63896,100792204,5,9,11607,62,115.7728429,0.138899632,7753246.462,25200000.0,12500000.0
2025-10-31 05:55:56.530262,192.168.1.17,10.0.0.4,DDoS,True,80,592914,3,5,26,11607,19620.04608,13.49268191,84702.0,505.0,148196.5
2025-11-01 06:01:48.530262,192.168.1.39,10.0.0.13,BENIGN,False,51854,1508362,6,2,11601,26,7708.361786,5.303766602,215480.2857,301672.4,3.0
2025-10-31 16:54:26.530262,192.168.1.46,10.0.0.6,DDoS,True,80,1859765,4,0,24,0,12.90485626,2.150809376,619921.6667,619921.6667,0.0
2025-10-31 12:42:51.530262,192.168.1.26,10.0.0.17,BENIGN,False,53,209,2,2,62,94,746411.4833,19138.75598,69.66666667,48.0,1.0
2025-11-01 08:51:10.530262,192.168.1.3,10.0.0.8,DDoS,True,80,6994789,5,0,30,0,4.288907071,0.714817845,1748697.25,1748697.25,0.0
2025-11-01 14:33:57.530262,192.168.1.48,10.0.0.5,DDoS,True,80,56440,3,5,26,11601,206006.3785,141.7434444,8062.857143,6312.5,14083.0
2025-11-01 06:02:47.530262,192.168.1.17,10.0.0.12,BENIGN,False,51904,28965,8,2,11601,26,401415.5015,345.2442603,3218.333333,4137.857143,4.0
2025-11-01 14:57:14.530262,192.168.1.8,10.0.0.14,DDoS,True,80,4420909,5,0,30,0,6.785934748,1.130989125,1105227.25,1105227.25,0.0
2025-10-30 23:17:08.530262,192.168.1.9,10.0.0.8,BENIGN,False,443,192,2,0,12,0,62500.0,10416.66667,192.0,192.0,0.0
2025-10-31 08:57:55.530262,192.168.1.21,10.0.0.9,DDoS,True,80,6028850,4,0,24,0,3.980858704,0.663476451,2009616.667,2009616.667,0.0
2025-10-31 08:00:21.530262,192.168.1.39,10.0.0.11,BENIGN,False,15580,859337,1,5,6,30,41.89276151,6.982126919,171867.4,0.0,210936.25
2025-10-31 11:13:46.530262,192.168.1.12,10.0.0.3,DDoS,True,80,25052,4,0,24,0,958.0073447,159.6678908,8350.666667,8350.666667,0.0
2025-11-02 12:34:53.530262,192.168.1.16,10.0.0.8,BENIGN,False,10658,6905,3,0,18,0,2606.806662,434.467777,3452.5,3452.5,0.0
2025-11-02 12:10:35.530262,192.168.1.42,10.0.0.5,BENIGN,False,56976,4,3,0,253,0,63300000.0,750000.0,2.0,2.0,0.0
2025-11-02 07:33:25.530262,192.168.1.43,10.0.0.12,BENIGN,False,10019,9224,2,0,6,0,650.4770165,216.8256722,9224.0,9224.0,0.0
2025-10-31 18:42:54.530262,192.168.1.19,10.0.0.2,DDoS,True,80,78374,3,6,26,11601,148352.7701,114.8340011,9796.75,6496.0,15663.4
2025-11-01 17:28:22.530262,192.168.1.19,10.0.0.7,DDoS,True,80,205291,3,4,26,11601,56636.67672,34.09793902,34215.16667,5414.0,68398.33333
2025-10-31 04:33:16.530262,192.168.1.10,10.0.0.6,DDoS,True,80,72611926,8,6,56,11607,160.6209977,0.192805793,5585532.769,10300000.0,62528.2
2025-11-02 00:37:15.530262,192.168.1.30,10.0.0.10,DDoS,True,80,43058,4,0,24,0,557.3877096,92.8979516,14352.66667,14352.66667,0.0
2025-11-01 18:48:19.530262,192.168.1.37,10.0.0.12,DDoS,True,80,5886911,4,0,24,0,4.076840978,0.679473496,1962303.667,1962303.667,0.0
2025-11-01 20:35:25.530262,192.168.1.49,10.0.0.9,BENIGN,False,53,176,2,2,66,98,931818.1818,22727.27273,58.66666667,3.0,49.0
2025-11-01 22:24:24.530262,192.168.1.43,10.0.0.17,DDoS,True,80,654852,3,4,26,11607,17764.31927,10.68943822,109142.0,381.5,218270.0
2025-11-01 09:17:54.530262,192.168.1.45,10.0.0.1,DDoS,True,80,1794674,3,5,26,11607,6481.957169,4.457634088,256382.0,304.5,448654.0
2025-11-01 01:30:30.530262,192.168.1.33,10.0.0.5,BENIGN,False,26181,4073372,1,6,6,36,10.31086775,1.718477959,678895.3333,0.0,812976.2
2025-10-31 07:00:17.530262,192.168.1.27,10.0.0.12,DDoS,True,80,71223953,9,5,62,11601,163.7510909,0.196563086,5478765.615,8796663.375,215273.75
2025-11-01 21:37:25.530262,192.168.1.35,10.0.0.12,DDoS,True,80,100245745,8,4,56,11601,116.2842373,0.119705829,9113249.545,14100000.0,618787.0
2025-10-31 18:21:57.530262,192.168.1.19,10.0.0.17,BENIGN,False,59728,78427750,5,9,11607,62,148.7866221,0.178508245,6032903.846,19600000.0,9670165.0
2025-11-01 01:05:26.530262,192.168.1.34,10.0.0.6,DDoS,True,80,82227868,9,6,62,11607,141.910526,0.182419907,5873419.143,10100000.0,287411.8
2025-11-02 04:40:51.530262,192.168.1.17,10.0.0.14,BENIGN,False,53,242,2,2,70,168,983471.0744,16528.92562,80.66666667,1.0,1.0
2025-11-01 09:31:37.530262,192.168.1.10,10.0.0.14,DDoS,True,80,825785,3,4,26,11607,14087.20187,8.476782698,137630.8333,313.0,275245.0
2025-11-01 05:06:08.530262,192.168.1.36,10.0.0.10,DDoS,True,80,171304,3,6,26,11607,67908.51352,52.53817774,21413.0,551.0,34248.2
2025-11-01 05:26:23.530262,192.168.1.39,10.0.0.16,DDoS,True,80,38761,3,4,26,11607,300121.2559,180.5938959,6460.166667,404.0,12905.66667
2025-11-01 04:31:51.530262,192.168.1.42,10.0.0.6,DDoS,True,80,82158762,8,5,56,11607,141.9568615,0.158230232,6846563.5,11500000.0,336368.5
2025-11-02 12:28:23.530262,192.168.1.31,10.0.0.6,BENIGN,False,443,4232690,5,1,135,46,42.76240405,1.417538256,846538.0,1058172.5,0.0
2025-11-02 05:59:32.530262,192.168.1.44,10.0.0.4,BENIGN,False,443,118251819,18,19,1320,7038,70.67967386,0.312891593,3284772.75,6955989.353,6556296.833
2025-10-31 07:38:16.530262,192.168.1.18,10.0.0.18,BENIGN,False,443,20907,2,0,12,0,573.9704405,95.66174009,20907.0,20907.0,0.0
2025-11-01 03:35:29.530262,192.168.1.14,10.0.0.7,BENIGN,False,63328,4015921,1,5,1375,24,348.3634265,1.494053294,803184.2,0.0,1002484.25
2025-10-31 10:17:10.530262,192.168.1.38,10.0.0.9,BENIGN,False,53,66716,1,1,58,186,3657.293603,29.97781642,66716.0,0.0,0.0
2025-10-31 16:11:07.530262,192.168.1.44,10.0.0.14,DDoS,True,80,5964267,5,0,30,0,5.029955902,0.838325984,1491066.75,1491066.75,0.0
2025-11-01 06:28:55.530262,192.168.1.6,10.0.0.19,DDoS,True,80,2647070,5,0,30,0,11.33328548,1.888880914,661767.5,661767.5,0.0
2025-11-01 14:31:44.530262,192.168.1.4,10.0.0.10,DDoS,True,80,664042,3,6,26,11601,17509.43464,13.55335958,83005.25,11437.5,132807.2
2025-11-02 12:21:11.530262,192.168.1.25,10.0.0.7,BENIGN,False,53,47907,1,1,41,103,3005.823784,41.74755255,47907.0,0.0,0.0
2025-11-02 09:45:41.530262,192.168.1.48,10.0.0.7,BENIGN,False,53,161,2,2,70,358,2658385.093,24844.7205,53.66666667,3.0,2.0
2025-11-01 11:40:08.530262,192.168.1.45,10.0.0.12,DDoS,True,80,35068,3,6,26,11601,331555.8344,256.6442341,4383.5,17012.0,7005.0
2025-11-02 02:08:12.530262,192.168.1.15,10.0.0.19,BENIGN,False,443,116056110,21,20,820,6265,61.04805684,0.353277393,2901402.75,5802805.5,5823072.842
2025-10-31 12:21:39.530262,192.168.1.46,10.0.0.15,DDoS,True,80,72464305,8,4,56,11601,160.8654081,0.165598773,6587664.091,10300000.0,14745.66667
2025-10-31 15:21:22.530262,192.168.1.22,10.0.0.10,BENIGN,False,53,85577,2,2,82,238,3739.322482,46.74153102,28525.66667,4.0,3.0
2025-10-30 23:43:39.530262,192.168.1.44,10.0.0.3,BENIGN,False,443,75638949,19,18,3509,6547,132.9473787,0.489165972,2101081.917,3988926.889,4446405.941
2025-11-01 22:04:56.530262,192.168.1.21,10.0.0.19,DDoS,True,80,100737195,8,5,56,11607,115.7765014,0.12904866,8394766.25,14200000.0,249611.5
2025-11-01 09:12:04.530262,192.168.1.16,10.0.0.1,DDoS,True,80,88281947,8,4,56,11601,132.0428513,0.13592813,8025631.545,12600000.0,31798.33333
2025-10-31 09:58:21.530262,192.168.1.8,10.0.0.18,BENIGN,False,58603,79,1,1,6,6,151898.7342,25316.4557,79.0,0.0,0.0
2025-11-01 23:34:08.530262,192.168.1.29,10.0.0.3,BENIGN,False,443,1027320,10,8,807,9231,9771.054783,17.5213176,60430.58824,114145.7778,141950.1429
2025-11-02 00:02:48.530262,192.168.1.26,10.0.0.5,BENIGN,False,39141,1804124,1,5,6,30,19.95428252,3.325713754,360824.8,0.0,448736.75
2025-11-01 23:56:17.530262,192.168.1.1,10.0.0.1,BENIGN,False,60554,2270659,1,5,6,30,15.85442816,2.642404694,454131.8,0.0,567246.25
2025-11-01 23:25:29.530262,192.168.1.5,10.0.0.13,BENIGN,False,443,1,2,0,12,0,12000000.0,2000000.0,1.0,1.0,0.0
2025-11-01 04:38:48.530262,192.168.1.2,10.0.0.8,DDoS,True,80,83788204,9,6,62,11607,139.2678139,0.179022813,5984871.714,10300000.0,330238.6
2025-11-02 08:40:06.530262,192.168.1.45,10.0.0.5,BENIGN,False,443,166,2,0,12,0,72289.15663,12048.19277,166.0,166.0,0.0
2025-11-01 00:18:07.530262,192.168.1.19,10.0.0.11,DDoS,True,80,7840795,4,0,24,0,3.060914104,0.510152351,2613598.333,2613598.333,0.0
2025-11-01 23:13:23.530262,192.168.1.23,10.0.0.14,BENIGN,False,53,23668,2,2,58,154,8957.241846,169.0045631,7889.333333,3.0,4.0
2025-10-31 07:58:52.530262,192.168.1.29,10.0.0.16,BENIGN,False,51274,6316577,1,5,1375,24,221.4807165,0.949881558,1263315.4,0.0,1576705.75
2025-10-31 13:35:41.530262,192.168.1.32,10.0.0.6,DDoS,True,80,43311,3,6,26,11601,268453.7415,207.7994043,5413.875,17508.0,8631.8
2025-11-01 12:52:45.530262,192.168.1.2,10.0.0.17,DDoS,True,80,1108892,3,5,26,11607,10490.65193,7.214408617,158413.1429,421.5,277210.75
2025-11-02 09:47:14.530262,192.168.1.20,10.0.0.16,BENIGN,False,443,677646,24,28,977,38196,57807.4688,76.73623101,13287.17647,29462.86957,24222.62963
2025-10-31 12:51:11.530262,192.168.1.8,10.0.0.5,BENIGN,False,80,187,2,0,0,0,0.0,10695.18717,187.0,187.0,0.0
2025-11-01 07:33:01.530262,192.168.1.20,10.0.0.12,DDoS,True,80,169672,3,5,26,11607,68561.69551,47.1497949,24238.85714,401.5,42409.5
2025-11-01 11:59:21.530262,192.168.1.22,10.0.0.16,DDoS,True,80,92297606,9,6,62,11607,126.4279812,0.162517758,6592686.143,11400000.0,241631.6
2025-10-30 23:37:19.530262,192.168.1.32,10.0.0.19,BENIGN,False,443,5345402,9,5,357,3190,663.5609445,2.619073364,411184.7692,668175.25,65781.0
2025-10-31 02:49:26.530262,192.168.1.37,10.0.0.10,BENIGN,False,53,120197,4,2,152,178,2745.492816,49.9180512,24039.4,10737.0,3.0
2025-10-31 12:41:10.530262,192.168.1.19,10.0.0.1,BENIGN,False,80,16037644,10,9,2487,853,208.2600162,1.184712667,890980.2222,1252508.778,1979240.625
2025-11-01 04:49:18.530262,192.168.1.46,10.0.0.11,DDoS,True,80,729754,3,6,26,11601,15932.76638,12.33292315,91219.25,5552.5,145941.6
2025-11-01 01:22:52.530262,192.168.1.21,10.0.0.12,BENIGN,False,64719,82219519,7,9,11607,62,141.9249363,0.194600992,5481301.267,13700000.0,10200000.0
2025-10-31 15:14:21.530262,192.168.1.11,10.0.0.5,DDoS,True,80,1358299,3,4,26,11601,8559.970964,5.153504493,226383.1667,7006.0,452725.3333
2025-10-31 16:22:25.530262,192.168.1.18,10.0.0.19,DDoS,True,80,3918922,5,0,30,0,7.655166395,1.275861066,979730.5,979730.5,0.0
2025-11-02 10:07:34.530262,192.168.1.29,10.0.0.15,BENIGN,False,53,145,2,2,86,142,1572413.793,27586.2069,48.33333333,4.0,3.0
2025-11-02 06:52:07.530262,192.168.1.4,10.0.0.2,BENIGN,False,59797,64,1,2,6,12,281250.0,46875.0,32.0,0.0,49.0
2025-11-01 22:04:12.530262,192.168.1.44,10.0.0.2,DDoS,True,80,658127,3,5,26,11607,17675.91969,12.15570855,94018.14286,1415.5,164519.5
2025-10-31 13:48:47.530262,192.168.1.1,10.0.0.5,DDoS,True,80,1570011,5,0,30,0,19.10814638,3.184691063,392502.75,392502.75,0.0
